method,offered_demand_gbps,served_throughput_gbps,served_ratio,unmet_demand_gbps,unmet_fraction,connected_flows,avg_hops,matched_satellite_pairs,case,config,selection,offset_minutes,snapshot_utc,evaluation_seconds,candidate_inter_shell_pairs,selected_inter_shell_pairs
SaTE,350.71167,127.2961965348032,0.3629653855966732,223.41547346519684,0.6370346144033269,330,11.80631868131868,965,shell43-s1-t030,shell43,1,30,2025-07-16T16:30:00,3.0414861059980467,0,0
+Grid,352.53421000000003,114.39257574599768,0.3244864540834141,238.14163425400235,0.6755135459165859,303,22.161120840630474,978,shell43-s1-t060,shell43,1,60,2025-07-16T17:00:00,2.905167949036695,0,0
DRL,352.53421000000003,43.60194478047322,0.12368145712858113,308.9322652195268,0.8763185428714189,118,10.773584905660377,957,shell43-s1-t060,shell43,1,60,2025-07-16T17:00:00,3.088125557056628,0,0
DuJo,352.53421000000003,149.3307634822488,0.42359226210202067,203.20344651775122,0.5764077378979793,384,5.950617283950617,954,shell43-s1-t060,shell43,1,60,2025-07-16T17:00:00,170.49874178005848,0,0
MRate,352.53421000000003,137.31557343208556,0.3895099242484454,215.21863656791447,0.6104900757515546,355,15.668380462724937,960,shell43-s1-t060,shell43,1,60,2025-07-16T17:00:00,3.026464583002962,0,0
SaTE,352.53421000000003,137.31557343208556,0.3895099242484454,215.21863656791447,0.6104900757515546,355,15.668380462724937,960,shell43-s1-t060,shell43,1,60,2025-07-16T17:00:00,3.061021414003335,0,0
+Grid,345.41406,117.84271984518725,0.3411636452933828,227.57134015481276,0.6588363547066172,309,16.516007532956685,978,shell43-s1-t090,shell43,1,90,2025-07-16T17:30:00,3.1330304930452257,0,0
DRL,345.41406,42.10993142118102,0.12191145728457323,303.304128578819,0.8780885427154268,117,10.0,952,shell43-s1-t090,shell43,1,90,2025-07-16T17:30:00,3.670638599083759,0,0
DuJo,345.41406,149.39424896327836,0.43250772410155613,196.01981103672165,0.5674922758984439,387,7.354527938342967,956,shell43-s1-t090,shell43,1,90,2025-07-16T17:30:00,161.96999436803162,0,0
MRate,345.41406,125.34384898879232,0.36287998522350917,220.07021101120768,0.6371200147764908,321,15.111951588502269,968,shell43-s1-t090,shell43,1,90,2025-07-16T17:30:00,3.460310439928435,0,0
SaTE,345.41406,125.34384898879232,0.36287998522350917,220.07021101120768,0.6371200147764908,321,15.111951588502269,968,shell43-s1-t090,shell43,1,90,2025-07-16T17:30:00,3.5238332520239055,0,0
+Grid,351.59927000000005,118.10787161252969,0.33591614570909,233.49139838747035,0.66408385429091,307,11.074074074074074,977,shell43-s1-t120,shell43,1,120,2025-07-16T18:00:00,2.872088629985228,0,0
DRL,351.59927000000005,35.92389315866565,0.10217283203877427,315.6753768413344,0.8978271679612257,102,13.924778761061948,950,shell43-s1-t120,shell43,1,120,2025-07-16T18:00:00,2.905272605945356,0,0
DuJo,351.59927000000005,152.20269380227194,0.4328868310854909,199.3965761977281,0.567113168914509,395,7.192,954,shell43-s1-t120,shell43,1,120,2025-07-16T18:00:00,166.1772236780962,0,0
MRate,351.59927000000005,118.79216620629795,0.3378623801076093,232.80710379370208,0.6621376198923907,305,12.329052969502408,960,shell43-s1-t120,shell43,1,120,2025-07-16T18:00:00,3.0833223100053146,0,0
SaTE,351.59927000000005,118.79216620629795,0.3378623801076093,232.80710379370208,0.6621376198923907,305,12.329052969502408,960,shell43-s1-t120,shell43,1,120,2025-07-16T18:00:00,2.905707639059983,0,0
+Grid,350.52570000000003,120.63131588853402,0.34414399825329217,229.89438411146602,0.6558560017467079,313,9.931567328918323,977,shell43-s1-t180,shell43,1,180,2025-07-16T19:00:00,3.3434156629955396,0,0
DRL,350.52570000000003,37.402197117007596,0.10670315219970346,313.12350288299245,0.8932968478002966,102,9.295,953,shell43-s1-t180,shell43,1,180,2025-07-16T19:00:00,3.0642587549518794,0,0
DuJo,350.52570000000003,138.8669205739827,0.3961675864964614,211.65877942601733,0.6038324135035386,360,6.641821946169772,952,shell43-s1-t180,shell43,1,180,2025-07-16T19:00:00,184.68389561597724,0,0
MRate,350.52570000000003,115.34896009002557,0.32907418796974247,235.17673990997446,0.6709258120302575,294,11.748717948717948,964,shell43-s1-t180,shell43,1,180,2025-07-16T19:00:00,2.942083347006701,0,0
SaTE,350.52570000000003,115.34896009002557,0.32907418796974247,235.17673990997446,0.6709258120302575,294,11.748717948717948,964,shell43-s1-t180,shell43,1,180,2025-07-16T19:00:00,3.034004632034339,0,0
+Grid,358.81554000000006,123.96198690230604,0.3454755245614669,234.85355309769403,0.6545244754385331,321,8.320754716981131,982,shell43-s2-t000,shell43,2,0,2025-07-16T16:00:00,2.5332162509439513,0,0
DRL,358.81554000000006,38.32485326757359,0.10680934629412533,320.49068673242647,0.8931906537058747,109,20.45360824742268,957,shell43-s2-t000,shell43,2,0,2025-07-16T16:00:00,2.7470034500584006,0,0
DuJo,358.81554000000006,151.98947009887615,0.4235866431506175,206.8260699011239,0.5764133568493824,390,6.184265010351967,951,shell43-s2-t000,shell43,2,0,2025-07-16T16:00:00,181.21612354298122,0,0
MRate,358.81554000000006,123.06405097943234,0.3429730244666447,235.7514890205677,0.6570269755333553,317,25.68380462724936,968,shell43-s2-t000,shell43,2,0,2025-07-16T16:00:00,2.46877753501758,0,0
SaTE,358.81554000000006,123.06405097943234,0.3429730244666447,235.7514890205677,0.6570269755333553,317,25.68380462724936,968,shell43-s2-t000,shell43,2,0,2025-07-16T16:00:00,2.589501042966731,0,0
+Grid,357.21075,118.29355008852531,0.3311589869244565,238.9171999114747,0.6688410130755434,316,22.247603833865814,980,shell43-s2-t030,shell43,2,30,2025-07-16T16:30:00,2.547890402027406,0,0
DRL,357.21075,38.86167205688918,0.10879200040001365,318.34907794311084,0.8912079995999863,108,20.723809523809525,961,shell43-s2-t030,shell43,2,30,2025-07-16T16:30:00,2.663832728052512,0,0
DuJo,357.21075,153.87156174365776,0.4307584856941113,203.33918825634225,0.5692415143058888,396,5.56701030927835,954,shell43-s2-t030,shell43,2,30,2025-07-16T16:30:00,159.09437093802262,0,0
MRate,357.21075,123.34619303649357,0.34530369826914104,233.86455696350646,0.654696301730859,318,14.360413589364844,967,shell43-s2-t030,shell43,2,30,2025-07-16T16:30:00,2.6004349190043285,0,0
SaTE,357.21075,123.34619303649357,0.34530369826914104,233.86455696350646,0.654696301730859,318,14.360413589364844,967,shell43-s2-t030,shell43,2,30,2025-07-16T16:30:00,2.5249683529837057,0,0
+Grid,357.63856000000004,123.67642657485291,0.34581401562195335,233.96213342514713,0.6541859843780466,321,16.12593984962406,978,shell43-s2-t060,shell43,2,60,2025-07-16T17:00:00,2.6164934560656548,0,0
DRL,357.63856000000004,45.09457732650294,0.12608980789572283,312.5439826734971,0.8739101921042772,121,19.09090909090909,960,shell43-s2-t060,shell43,2,60,2025-07-16T17:00:00,2.5580700129503384,0,0
DuJo,357.63856000000004,155.11890544047571,0.4337309305810752,202.51965455952433,0.5662690694189249,396,8.035849056603773,955,shell43-s2-t060,shell43,2,60,2025-07-16T17:00:00,142.26716243999545,0,0
MRate,357.63856000000004,117.68496752696261,0.3290611826838879,239.95359247303742,0.670938817316112,304,10.442857142857143,968,shell43-s2-t060,shell43,2,60,2025-07-16T17:00:00,2.512400472885929,0,0
SaTE,357.63856000000004,117.68496752696261,0.3290611826838879,239.95359247303742,0.670938817316112,304,10.442857142857143,968,shell43-s2-t060,shell43,2,60,2025-07-16T17:00:00,2.6129213930107653,0,0
+Grid,354.43285000000003,116.0459840711075,0.32741317310488427,238.38686592889252,0.6725868268951156,301,11.596658711217184,980,shell43-s2-t090,shell43,2,90,2025-07-16T17:30:00,2.6657708149868995,0,0
DRL,354.43285000000003,31.433462602265216,0.08868665137067631,322.99938739773484,0.9113133486293238,87,24.90508474576271,958,shell43-s2-t090,shell43,2,90,2025-07-16T17:30:00,2.804113022983074,0,0
DuJo,354.43285000000003,154.48690021757827,0.4358707163220854,199.94594978242176,0.5641292836779146,400,12.759152215799615,956,shell43-s2-t090,shell43,2,90,2025-07-16T17:30:00,169.9140681659337,0,0
MRate,354.43285000000003,98.73854197349873,0.27858180180956343,255.6943080265013,0.7214181981904365,256,17.694668820678515,971,shell43-s2-t090,shell43,2,90,2025-07-16T17:30:00,2.7335927459644154,0,0
SaTE,354.43285000000003,98.73854197349873,0.27858180180956343,255.6943080265013,0.7214181981904365,256,17.694668820678515,971,shell43-s2-t090,shell43,2,90,2025-07-16T17:30:00,2.6832802690332755,0,0
+Grid,357.19504000000006,123.08189196031864,0.34457895036929576,234.11314803968142,0.6554210496307042,322,28.626409017713364,981,shell43-s2-t120,shell43,2,120,2025-07-16T18:00:00,2.4896007999777794,0,0
DRL,357.19504000000006,52.67823941321646,0.14747752212129386,304.5168005867836,0.852522477878706,144,8.709016393442623,951,shell43-s2-t120,shell43,2,120,2025-07-16T18:00:00,2.517706952057779,0,0
DuJo,357.19504000000006,151.1932904122163,0.4232793669593404,206.00174958778376,0.5767206330406596,391,7.149797570850202,955,shell43-s2-t120,shell43,2,120,2025-07-16T18:00:00,137.1601498980308,0,0
MRate,357.19504000000006,120.19380503454536,0.3364934883601557,237.0012349654547,0.6635065116398443,308,9.413735343383584,966,shell43-s2-t120,shell43,2,120,2025-07-16T18:00:00,2.4669529240345582,0,0
SaTE,357.19504000000006,120.19380503454536,0.3364934883601557,237.0012349654547,0.6635065116398443,308,9.413735343383584,966,shell43-s2-t120,shell43,2,120,2025-07-16T18:00:00,2.563524090917781,0,0
+Grid,356.41908,124.93157135715273,0.35051875269178273,231.48750864284727,0.6494812473082172,321,7.139024390243902,978,shell43-s2-t180,shell43,2,180,2025-07-16T19:00:00,2.60188458499033,0,0
DRL,356.41908,52.36456296081775,0.14691851783248458,304.05451703918226,0.8530814821675154,140,15.803149606299213,952,shell43-s2-t180,shell43,2,180,2025-07-16T19:00:00,2.682471264968626,0,0
DuJo,356.41908,145.1500381187729,0.4072454205279159,211.2690418812271,0.5927545794720841,376,11.089494163424124,962,shell43-s2-t180,shell43,2,180,2025-07-16T19:00:00,148.48810256598517,0,0
MRate,356.41908,125.27343844663521,0.3514779243766501,231.14564155336478,0.6485220756233498,321,11.57001414427157,965,shell43-s2-t180,shell43,2,180,2025-07-16T19:00:00,2.5383143010549247,0,0
SaTE,356.41908,125.27343844663521,0.3514779243766501,231.14564155336478,0.6485220756233498,321,11.57001414427157,965,shell43-s2-t180,shell43,2,180,2025-07-16T19:00:00,2.540082897990942,0,0
+Grid,376.74759000000006,66.49185880289227,0.17648914171658606,310.2557311971078,0.8235108582834141,192,19.46045197740113,964,shell53-s0-t000,shell53,0,0,2025-07-16T16:00:00,2.500345710082911,0,0
DRL,376.74759000000006,53.00996560092541,0.14070419296093017,323.73762439907466,0.8592958070390698,145,21.705555555555556,947,shell53-s0-t000,shell53,0,0,2025-07-16T16:00:00,2.6721997190034017,0,0
DuJo,376.74759000000006,155.6914986106023,0.4132514785578384,221.05609138939775,0.5867485214421616,407,7.51252408477842,959,shell53-s0-t000,shell53,0,0,2025-07-16T16:00:00,220.78261707304046,0,0
MRate,376.74759000000006,123.04252392357598,0.3265914028105023,253.7050660764241,0.6734085971894977,316,6.525114155251141,953,shell53-s0-t000,shell53,0,0,2025-07-16T16:00:00,2.401295957970433,0,0
SaTE,376.74759000000006,123.04252392357598,0.3265914028105023,253.7050660764241,0.6734085971894977,316,6.525114155251141,953,shell53-s0-t000,shell53,0,0,2025-07-16T16:00:00,2.513655746006407,0,0
+Grid,369.1924,68.18513786698469,0.1846872738089535,301.00726213301533,0.8153127261910464,197,13.4,963,shell53-s0-t030,shell53,0,30,2025-07-16T16:30:00,2.9885297419968992,0,0
DRL,369.1924,46.63070415819273,0.12630461558307463,322.5616958418073,0.8736953844169254,126,10.093862815884476,956,shell53-s0-t030,shell53,0,30,2025-07-16T16:30:00,3.134039824944921,0,0
DuJo,369.1924,158.17457346827072,0.4284339912421564,211.0178265317293,0.5715660087578436,409,18.894991922455574,961,shell53-s0-t030,shell53,0,30,2025-07-16T16:30:00,234.8376074320404,0,0
MRate,369.1924,116.37235923605753,0.31520789495140616,252.82004076394247,0.6847921050485938,303,6.133986928104576,948,shell53-s0-t030,shell53,0,30,2025-07-16T16:30:00,2.8295028900029138,0,0
SaTE,369.1924,116.37235923605753,0.31520789495140616,252.82004076394247,0.6847921050485938,303,6.133986928104576,948,shell53-s0-t030,shell53,0,30,2025-07-16T16:30:00,2.7212723549455404,0,0
+Grid,370.0909500000001,52.45734510844538,0.14174176674259495,317.6336048915547,0.858258233257405,152,16.09090909090909,959,shell53-s0-t060,shell53,0,60,2025-07-16T17:00:00,2.693816103041172,0,0
DRL,370.0909500000001,46.41448479940313,0.1254137254623576,323.67646520059697,0.8745862745376425,126,16.211038961038962,950,shell53-s0-t060,shell53,0,60,2025-07-16T17:00:00,2.8867780279833823,0,0
DuJo,370.0909500000001,155.44191612700752,0.4200100438203298,214.64903387299256,0.5799899561796702,402,6.2709551656920075,946,shell53-s0-t060,shell53,0,60,2025-07-16T17:00:00,209.5256652920507,0,0
MRate,370.0909500000001,111.88291760648644,0.302311952255213,258.20803239351363,0.697688047744787,288,11.149750415973378,957,shell53-s0-t060,shell53,0,60,2025-07-16T17:00:00,2.569258964038454,0,0
SaTE,370.0909500000001,111.88291760648644,0.302311952255213,258.20803239351363,0.697688047744787,288,11.149750415973378,957,shell53-s0-t060,shell53,0,60,2025-07-16T17:00:00,2.7719746659277007,0,0
+Grid,376.49509,58.285124367339165,0.15480978614445984,318.20996563266084,0.8451902138555402,166,15.009287925696594,962,shell53-s0-t090,shell53,0,90,2025-07-16T17:30:00,2.6717830339912325,0,0
DRL,376.49509,37.054975886071794,0.09842087419007721,339.4401141139282,0.9015791258099227,102,6.194444444444445,950,shell53-s0-t090,shell53,0,90,2025-07-16T17:30:00,2.914978794986382,0,0
DuJo,376.49509,154.19404792250714,0.40955128504466587,222.30104207749287,0.5904487149553341,397,7.378531073446328,949,shell53-s0-t090,shell53,0,90,2025-07-16T17:30:00,233.70114373008255,0,0
MRate,376.49509,121.14543681584766,0.3217716247397746,255.34965318415234,0.6782283752602254,311,6.691318327974277,944,shell53-s0-t090,shell53,0,90,2025-07-16T17:30:00,2.973514058976434,0,0
SaTE,376.49509,121.14543681584766,0.3217716247397746,255.34965318415234,0.6782283752602254,311,6.691318327974277,944,shell53-s0-t090,shell53,0,90,2025-07-16T17:30:00,3.200569494976662,0,0
+Grid,364.03198000000003,60.00589588041488,0.16483688021149923,304.02608411958516,0.8351631197885008,180,14.024096385542169,957,shell53-s0-t120,shell53,0,120,2025-07-16T18:00:00,2.9990645239595324,0,0
DRL,364.03198000000003,41.4623786203925,0.11389762685243339,322.56960137960755,0.8861023731475667,114,19.223048327137548,953,shell53-s0-t120,shell53,0,120,2025-07-16T18:00:00,2.9102891359943897,0,0
DuJo,364.03198000000003,149.02510419604707,0.4093736605120436,215.00687580395297,0.5906263394879564,386,8.465160075329567,958,shell53-s0-t120,shell53,0,120,2025-07-16T18:00:00,214.0765852680197,0,0
MRate,364.03198000000003,126.01388337414986,0.3461615745247158,238.01809662585018,0.6538384254752843,325,6.576859504132232,945,shell53-s0-t120,shell53,0,120,2025-07-16T18:00:00,3.0022185150301084,0,0
SaTE,364.03198000000003,126.01388337414986,0.3461615745247158,238.01809662585018,0.6538384254752843,325,6.576859504132232,945,shell53-s0-t120,shell53,0,120,2025-07-16T18:00:00,2.8085880540311337,0,0
+Grid,372.15185,53.03262261331279,0.14250264405057447,319.1192273866872,0.8574973559494254,154,29.984018264840184,961,shell53-s0-t180,shell53,0,180,2025-07-16T19:00:00,2.586628812015988,0,0
DRL,372.15185,47.55663981309857,0.1277882665720957,324.59521018690145,0.8722117334279044,132,9.711382113821138,955,shell53-s0-t180,shell53,0,180,2025-07-16T19:00:00,2.773484856938012,0,0
DuJo,372.15185,148.95801797271565,0.40026139322622106,223.19383202728437,0.5997386067737789,386,7.206439393939394,940,shell53-s0-t180,shell53,0,180,2025-07-16T19:00:00,204.66417426301632,0,0
MRate,372.15185,95.80979811400407,0.2574481306864498,276.34205188599594,0.7425518693135502,245,7.837792642140468,956,shell53-s0-t180,shell53,0,180,2025-07-16T19:00:00,2.490467444062233,0,0
SaTE,372.15185,95.80979811400407,0.2574481306864498,276.34205188599594,0.7425518693135502,245,7.837792642140468,956,shell53-s0-t180,shell53,0,180,2025-07-16T19:00:00,2.5205607230309397,0,0
+Grid,369.3796300000001,65.53676180046958,0.17742386552412098,303.84286819953047,0.822576134475879,188,12.61038961038961,956,shell53-s1-t000,shell53,1,0,2025-07-16T16:00:00,3.54644859500695,0,0
DRL,369.3796300000001,50.270170228904604,0.13609350962018288,319.1094597710955,0.8639064903798171,134,5.506329113924051,948,shell53-s1-t000,shell53,1,0,2025-07-16T16:00:00,3.271966058993712,0,0
DuJo,369.3796300000001,147.77272780788948,0.40005651586117363,221.6069021921106,0.5999434841388264,385,9.766260162601625,946,shell53-s1-t000,shell53,1,0,2025-07-16T16:00:00,276.1377797300229,0,0
MRate,369.3796300000001,136.22109201990486,0.36878344379711686,233.15853798009522,0.6312165562028831,348,8.1125,959,shell53-s1-t000,shell53,1,0,2025-07-16T16:00:00,3.4595913919620216,0,0
SaTE,369.3796300000001,136.22109201990486,0.36878344379711686,233.15853798009522,0.6312165562028831,348,8.1125,959,shell53-s1-t000,shell53,1,0,2025-07-16T16:00:00,3.1071148581104353,0,0
+Grid,391.13576,62.96119903892554,0.16097019367118348,328.17456096107446,0.8390298063288165,183,28.391625615763548,960,shell53-s1-t030,shell53,1,30,2025-07-16T16:30:00,3.2382622100412846,0,0
DRL,391.13576,41.46718855290621,0.10601738013651886,349.66857144709377,0.893982619863481,111,14.820433436532507,957,shell53-s1-t030,shell53,1,30,2025-07-16T16:30:00,3.138554775970988,0,0
DuJo,391.13576,150.62734516260366,0.3851024645831505,240.50841483739634,0.6148975354168494,387,6.704633204633205,946,shell53-s1-t030,shell53,1,30,2025-07-16T16:30:00,245.89339205098804,0,0
MRate,391.13576,114.4473638595818,0.29260266015968933,276.6883961404182,0.7073973398403107,291,7.257956448911223,946,shell53-s1-t030,shell53,1,30,2025-07-16T16:30:00,2.9538053510477766,0,0
SaTE,391.13576,114.4473638595818,0.29260266015968933,276.6883961404182,0.7073973398403107,291,7.257956448911223,946,shell53-s1-t030,shell53,1,30,2025-07-16T16:30:00,3.383508958038874,0,0
+Grid,361.72086,54.68862478181051,0.1511901325840332,307.0322352181895,0.8488098674159668,156,14.226277372262773,956,shell53-s1-t060,shell53,1,60,2025-07-16T17:00:00,3.4166356229688972,0,0
DRL,361.72086,39.293243962892085,0.10862863690773068,322.42761603710795,0.8913713630922694,106,7.626506024096385,950,shell53-s1-t060,shell53,1,60,2025-07-16T17:00:00,3.395323325996287,0,0
DuJo,361.72086,150.2183679746293,0.41528809805060535,211.5024920253707,0.5847119019493946,387,11.47278911564626,951,shell53-s1-t060,shell53,1,60,2025-07-16T17:00:00,202.55320154502988,0,0
MRate,361.72086,127.33951666343557,0.3520380789303541,234.38134333656444,0.6479619210696459,325,6.855704697986577,949,shell53-s1-t060,shell53,1,60,2025-07-16T17:00:00,3.324156756978482,0,0
SaTE,361.72086,127.33951666343557,0.3520380789303541,234.38134333656444,0.6479619210696459,325,6.855704697986577,949,shell53-s1-t060,shell53,1,60,2025-07-16T17:00:00,3.3850229209056124,0,0
+Grid,369.38633000000004,59.07886966913942,0.15993788852213187,310.30746033086064,0.8400621114778681,170,14.422950819672131,962,shell53-s1-t090,shell53,1,90,2025-07-16T17:30:00,3.180270317941904,0,0
DRL,369.38633000000004,44.46596619580215,0.12037794196607694,324.9203638041979,0.8796220580339231,118,12.82587064676617,949,shell53-s1-t090,shell53,1,90,2025-07-16T17:30:00,3.2973555310163647,0,0
DuJo,369.38633000000004,156.99039014758904,0.42500324835407155,212.395939852411,0.5749967516459285,404,6.998098859315589,945,shell53-s1-t090,shell53,1,90,2025-07-16T17:30:00,243.91341663198546,0,0
MRate,369.38633000000004,117.05166048216942,0.3168814083676822,252.3346695178306,0.6831185916323178,299,6.714031971580817,946,shell53-s1-t090,shell53,1,90,2025-07-16T17:30:00,3.0850037150084972,0,0
SaTE,369.38633000000004,117.05166048216942,0.3168814083676822,252.3346695178306,0.6831185916323178,299,6.714031971580817,946,shell53-s1-t090,shell53,1,90,2025-07-16T17:30:00,3.567448667017743,0,0
+Grid,361.53175,51.8147660220356,0.14332009850320365,309.7169839779644,0.8566799014967963,153,20.299145299145298,956,shell53-s1-t120,shell53,1,120,2025-07-16T18:00:00,3.0112970989430323,0,0
DRL,361.53175,37.50021579401772,0.10372592668283691,324.03153420598227,0.8962740733171631,104,9.922222222222222,941,shell53-s1-t120,shell53,1,120,2025-07-16T18:00:00,2.96092142094858,0,0
DuJo,361.53175,139.07438586388702,0.3846809743926696,222.45736413611297,0.6153190256073304,362,10.38212927756654,949,shell53-s1-t120,shell53,1,120,2025-07-16T18:00:00,199.03652300604153,0,0
MRate,361.53175,117.73691223466423,0.3256613346812949,243.79483776533576,0.6743386653187051,304,6.423214285714286,943,shell53-s1-t120,shell53,1,120,2025-07-16T18:00:00,3.147690773010254,0,0
SaTE,361.53175,117.73691223466423,0.3256613346812949,243.79483776533576,0.6743386653187051,304,6.423214285714286,943,shell53-s1-t120,shell53,1,120,2025-07-16T18:00:00,3.083629037020728,0,0
+Grid,390.17266000000006,53.47389867460044,0.13705188537454271,336.69876132539963,0.8629481146254573,151,32.22279792746114,958,shell53-s1-t180,shell53,1,180,2025-07-16T19:00:00,2.3781745029846206,0,0
DRL,390.17266000000006,44.43433429850417,0.11388377211900025,345.7383257014959,0.8861162278809998,120,10.754716981132075,957,shell53-s1-t180,shell53,1,180,2025-07-16T19:00:00,2.2926290079485625,0,0
DuJo,390.17266000000006,139.97944952238078,0.3587628346957492,250.1932104776193,0.6412371653042508,358,5.564102564102564,939,shell53-s1-t180,shell53,1,180,2025-07-16T19:00:00,183.16927593795117,0,0
MRate,390.17266000000006,112.50435834706288,0.2883450581777382,277.6683016529372,0.7116549418222619,285,9.580441640378549,952,shell53-s1-t180,shell53,1,180,2025-07-16T19:00:00,2.2556078939232975,0,0
SaTE,390.17266000000006,112.50435834706288,0.2883450581777382,277.6683016529372,0.7116549418222619,285,9.580441640378549,952,shell53-s1-t180,shell53,1,180,2025-07-16T19:00:00,2.3448190059280023,0,0
+Grid,361.4127000000001,64.26758900888193,0.17782327242203141,297.14511099111814,0.8221767275779686,185,9.155038759689923,953,shell53-s2-t000,shell53,2,0,2025-07-16T16:00:00,2.797494229977019,0,0
DRL,361.4127000000001,40.57756548439893,0.11227487435942046,320.83513451560117,0.8877251256405796,112,9.164122137404581,954,shell53-s2-t000,shell53,2,0,2025-07-16T16:00:00,3.0191218779655173,0,0
DuJo,361.4127000000001,149.11344112203784,0.4125849510048701,212.29925887796225,0.58741504899513,378,3.8861047835990887,945,shell53-s2-t000,shell53,2,0,2025-07-16T16:00:00,207.04566378507297,0,0
MRate,361.4127000000001,118.12840476269996,0.32685183659207306,243.2842952373001,0.6731481634079269,307,9.2876304023845,955,shell53-s2-t000,shell53,2,0,2025-07-16T16:00:00,2.5729820299893618,0,0
SaTE,361.4127000000001,118.12840476269996,0.32685183659207306,243.2842952373001,0.6731481634079269,307,9.2876304023845,955,shell53-s2-t000,shell53,2,0,2025-07-16T16:00:00,2.781596474000253,0,0
+Grid,390.05901000000006,65.7577559234496,0.1685841224984127,324.30125407655044,0.8314158775015872,191,15.309090909090909,954,shell53-s2-t030,shell53,2,30,2025-07-16T16:30:00,2.6320679700002074,0,0
DRL,390.05901000000006,38.231123475309815,0.09801369150608727,351.82788652469026,0.9019863084939128,105,11.537142857142857,944,shell53-s2-t030,shell53,2,30,2025-07-16T16:30:00,2.7256857600295916,0,0
DuJo,390.05901000000006,147.20678031848053,0.37739617992282887,242.85222968151953,0.6226038200771712,379,9.651252408477841,948,shell53-s2-t030,shell53,2,30,2025-07-16T16:30:00,175.91925010003615,0,0
MRate,390.05901000000006,119.74869330450396,0.3070014798645568,270.3103166954961,0.6929985201354433,304,7.022328548644338,946,shell53-s2-t030,shell53,2,30,2025-07-16T16:30:00,2.7170629629399627,0,0
SaTE,390.05901000000006,119.74869330450396,0.3070014798645568,270.3103166954961,0.6929985201354433,304,7.022328548644338,946,shell53-s2-t030,shell53,2,30,2025-07-16T16:30:00,2.6283569569932297,0,0
+Grid,363.973,52.61360053622461,0.14455358099700968,311.3593994637754,0.8554464190029902,151,10.37295081967213,955,shell53-s2-t060,shell53,2,60,2025-07-16T17:00:00,2.640459117013961,0,0
DRL,363.973,40.65403089097927,0.11169518313440631,323.3189691090207,0.8883048168655936,113,10.027777777777779,949,shell53-s2-t060,shell53,2,60,2025-07-16T17:00:00,2.6888959739590064,0,0
DuJo,363.973,162.0749625272441,0.44529391610708513,201.8980374727559,0.5547060838929149,413,5.971153846153846,946,shell53-s2-t060,shell53,2,60,2025-07-16T17:00:00,149.8223951519467,0,0
MRate,363.973,101.52235453921203,0.2789282571487776,262.450645460788,0.7210717428512224,254,5.60038240917782,948,shell53-s2-t060,shell53,2,60,2025-07-16T17:00:00,2.6569773909868672,0,0
SaTE,363.973,101.52235453921203,0.2789282571487776,262.450645460788,0.7210717428512224,254,5.60038240917782,948,shell53-s2-t060,shell53,2,60,2025-07-16T17:00:00,2.7400378979509696,0,0
+Grid,356.04394,55.69127601524823,0.15641686252333975,300.3526639847518,0.8435831374766604,159,10.129411764705882,958,shell53-s2-t090,shell53,2,90,2025-07-16T17:30:00,2.7539959229761735,0,0
DRL,356.04394,49.092053880540504,0.1378820093962012,306.9518861194595,0.8621179906037988,134,8.756972111553784,949,shell53-s2-t090,shell53,2,90,2025-07-16T17:30:00,2.7791127800010145,0,0
DuJo,356.04394,152.52499862371047,0.42838813272235576,203.51894137628955,0.5716118672776442,397,8.272908366533864,953,shell53-s2-t090,shell53,2,90,2025-07-16T17:30:00,137.48938569496386,0,0
MRate,356.04394,124.93116075769413,0.35088691793966253,231.1127792423059,0.6491130820603375,319,6.838124054462935,948,shell53-s2-t090,shell53,2,90,2025-07-16T17:30:00,2.6941788520198315,0,0
SaTE,356.04394,124.93116075769413,0.35088691793966253,231.1127792423059,0.6491130820603375,319,6.838124054462935,948,shell53-s2-t090,shell53,2,90,2025-07-16T17:30:00,2.6797902619000524,0,0
+Grid,356.89223000000004,53.31160854626655,0.14937733036739562,303.5806214537335,0.8506226696326044,161,14.033557046979865,954,shell53-s2-t120,shell53,2,120,2025-07-16T18:00:00,2.8124936489621177,0,0
DRL,356.89223000000004,46.63609250877006,0.13067275941751397,310.25613749123,0.8693272405824861,122,11.995780590717299,950,shell53-s2-t120,shell53,2,120,2025-07-16T18:00:00,2.9302536320174113,0,0
DuJo,356.89223000000004,141.44075248890562,0.39631222144821027,215.45147751109442,0.6036877785517897,364,8.944444444444445,953,shell53-s2-t120,shell53,2,120,2025-07-16T18:00:00,150.27328251802828,0,0
MRate,356.89223000000004,117.41308524003664,0.32898750762950657,239.4791447599634,0.6710124923704933,298,5.655652173913044,947,shell53-s2-t120,shell53,2,120,2025-07-16T18:00:00,2.891829725005664,0,0
SaTE,356.89223000000004,117.41308524003664,0.32898750762950657,239.4791447599634,0.6710124923704933,298,5.655652173913044,947,shell53-s2-t120,shell53,2,120,2025-07-16T18:00:00,2.7952993899816647,0,0
+Grid,381.31935000000004,52.93961465312555,0.1388327517424058,328.3797353468745,0.8611672482575943,156,19.944615384615386,956,shell53-s2-t180,shell53,2,180,2025-07-16T19:00:00,2.4532519539352506,0,0
DRL,381.31935000000004,40.81721986486452,0.10704208916978515,340.50213013513553,0.8929579108302149,112,19.56382978723404,949,shell53-s2-t180,shell53,2,180,2025-07-16T19:00:00,2.4914300340460613,0,0
